Wealth_Score,Rank_Progression_Years,Mission_Success,Peer_Reviews,Attendance_Records,Disciplinary_Actions,Sentiment_Score,Proximity_to_Enemy,Propaganda_Influence,Loyalty_History,Betrayal
5,29.75,98,3,52,1,0.7201574609309402,1,4,1,0
10,26.083333333333332,81,3,79,3,0.2872212092051508,1,0,0,1
8,19.083333333333332,98,4,55,0,0.8797524022943436,0,0,0,0
3,12.666666666666666,84,4,78,2,0.04922091454076161,1,4,1,0
5,9.583333333333334,93,4,57,2,0.2310808528744962,1,2,1,0
3,18.416666666666668,87,4,93,3,0.8973857174637149,0,1,0,0
7,10.166666666666666,75,3,94,2,0.25619151443935495,0,2,0,0
4,9.583333333333334,60,5,92,2,0.22065105962174847,1,3,1,0
10,27.25,84,3,93,3,0.13812529314024724,1,3,1,0
8,15.166666666666666,57,3,82,3,0.8591117576469165,1,3,1,0
4,27.916666666666668,95,3,66,1,0.5000582591910867,1,4,0,0
4,12.0,63,4,97,2,0.6748932030541548,0,0,1,0
8,25.333333333333332,59,4,60,3,0.23906638407502967,0,2,1,0
5,28.25,51,4,62,5,0.7580404210112165,1,1,1,0
10,11.5,95,5,99,4,0.7600055449620985,0,3,1,1
7,9.75,58,3,60,1,0.31259802490830013,1,2,1,0
3,8.583333333333334,52,5,80,1,0.41068263301028285,1,3,0,0
6,24.833333333333332,70,4,77,2,0.20969027743020086,0,3,1,0
3,5.166666666666667,75,5,93,3,0.9765610233229043,1,1,0,0
6,3.3333333333333335,57,3,55,2,0.6456025770584116,1,4,1,0
3,25.583333333333332,97,3,90,2,0.9345438807155155,0,0,1,0
8,25.666666666666668,51,4,65,3,0.30338554362913317,0,4,1,0
7,18.75,55,4,53,1,0.7818909129968897,1,2,0,0
10,23.166666666666668,77,5,84,3,0.765858643884742,1,4,0,0
6,22.333333333333332,78,4,97,2,0.6916556518665415,0,2,0,0
10,26.083333333333332,75,4,75,1,0.9656389752668004,1,2,1,0
10,9.333333333333334,74,3,61,2,0.39355533610631555,1,0,1,0
10,29.75,61,4,60,3,0.1307173235897573,0,1,0,0
9,10.083333333333334,54,4,86,1,0.6717088592440608,0,0,0,0
5,16.083333333333332,83,3,74,1,0.7293098004772062,0,4,1,0
3,27.0,97,3,67,4,0.5750605734588147,0,2,0,1
10,1.0,86,5,68,1,0.20681789313339627,0,3,1,0
3,27.5,64,4,72,2,0.5044559416693554,0,3,0,0
10,5.5,93,3,87,2,0.3121897365691294,1,2,0,0
6,13.333333333333334,85,5,67,2,0.42746652816668906,1,0,0,0
5,26.666666666666668,64,5,75,2,0.6452185758446639,0,1,1,0
5,12.333333333333334,92,4,55,1,0.7452147426908345,0,0,1,0
8,17.75,97,4,53,2,0.23222469090134312,1,2,0,0
9,27.0,72,5,93,1,0.40532536064695335,1,2,1,0
8,10.666666666666666,55,3,100,2,0.2691615709916292,1,1,1,0
8,13.75,95,5,78,1,0.19863161386186912,0,4,1,0
8,25.166666666666668,99,4,83,2,0.7833872199958384,0,4,1,0
8,6.166666666666667,93,3,66,1,0.9092526944369924,1,1,0,0
8,21.25,92,3,92,1,0.3702321856845767,0,4,1,1
7,3.0,94,5,92,1,0.7512789243737669,0,3,1,0
5,8.416666666666666,70,4,65,1,0.8969952893644111,0,4,0,0
8,7.166666666666667,72,5,51,3,0.8461242105302316,1,4,1,0
10,25.416666666666668,92,5,83,1,0.1828133885392259,1,4,1,0
5,18.416666666666668,65,5,57,4,0.9562918815133613,0,3,1,0
5,29.833333333333332,96,3,62,5,0.37667644042946247,0,4,0,0
4,2.3333333333333335,64,3,91,2,0.33924066117383633,0,3,0,0
7,11.583333333333334,74,4,57,1,0.062431327277780335,0,1,1,0
8,21.833333333333332,85,4,79,1,0.486173654104883,0,0,1,0
3,15.833333333333334,60,5,81,3,0.10901361564092871,1,1,0,0
6,16.083333333333332,100,5,85,1,0.248539820927426,0,0,0,0
9,13.583333333333334,64,5,96,0,0.3169426217672814,0,1,0,0
10,3.0,53,4,79,2,0.808826323491684,0,0,1,0
3,15.916666666666666,70,3,50,3,0.8754886503958965,1,0,1,0
7,17.416666666666668,62,3,92,3,0.3024663174614697,1,2,0,0
6,29.583333333333332,71,5,88,1,0.8586981212445739,0,0,1,0
7,14.333333333333334,68,5,66,2,0.8572309373697911,1,0,1,0
10,15.666666666666666,83,5,69,1,0.7646509503848735,1,2,1,0
5,24.666666666666668,63,5,73,1,0.14669511401518154,1,4,1,0
6,6.166666666666667,53,4,99,3,0.690322846900729,1,4,1,1
5,13.416666666666666,97,3,71,1,0.9450240645805688,1,2,1,0
10,13.75,95,5,78,1,0.6825404787671571,1,3,1,0
3,13.916666666666666,76,4,71,0,0.33161684910783396,0,0,0,0
10,5.0,78,5,93,3,0.5005793174308313,1,0,0,0
3,29.0,96,5,58,3,0.6457250433510536,1,2,0,0
6,7.916666666666667,77,3,86,2,0.5105704087285036,0,2,0,0
6,15.666666666666666,84,5,59,3,0.11995294173096982,0,3,0,0
8,13.25,57,3,85,1,0.31206404465202064,0,4,0,0
7,10.75,65,3,86,2,0.8023960305536325,0,1,0,0
8,29.416666666666668,91,3,77,1,0.8614180460955174,1,4,0,0
7,6.166666666666667,85,4,77,0,0.13730003271557023,1,0,0,0
8,16.666666666666668,79,4,91,2,0.9523867523987246,1,2,1,0
5,5.0,67,3,92,4,0.32882261784860933,1,3,1,1
6,28.166666666666668,51,5,70,0,0.66231373873072,0,4,0,0
3,22.333333333333332,98,3,73,1,0.7518251459566812,1,3,1,0
7,19.583333333333332,62,5,91,1,0.8119462346378834,1,4,1,0
10,12.666666666666666,53,3,89,1,0.9457497022259301,0,0,0,0
7,18.833333333333332,75,5,51,4,0.3129195480288226,1,1,0,0
3,18.5,74,4,57,2,0.8585064545515545,1,3,0,1
8,27.416666666666668,79,5,97,2,0.13168690343620704,1,3,1,0
7,3.5833333333333335,60,3,76,3,0.7050409063535927,1,1,1,1
9,14.083333333333334,56,4,71,1,0.7419777295139859,0,3,0,0
5,24.666666666666668,80,5,86,2,0.6777232412013204,0,3,1,0
6,26.333333333333332,93,5,76,2,0.252314736135153,0,4,1,1
3,24.75,59,5,78,2,0.8730431470152034,0,4,1,0
6,12.916666666666666,88,5,52,7,0.168858463370395,0,1,0,0
9,2.5,62,5,93,3,0.05363479152083084,1,0,1,0
7,2.4166666666666665,80,4,62,2,0.7174649906119122,1,3,1,1
7,22.333333333333332,56,4,94,3,0.4754757152327337,0,0,1,0
10,7.416666666666667,98,4,59,1,0.8490980199586761,0,1,1,0
9,15.5,91,4,85,0,0.38339714105825895,0,1,1,0
3,17.083333333333332,91,3,58,1,0.16827858850771282,1,4,1,0
10,10.333333333333334,85,4,76,1,0.8364421924698697,0,3,1,1
5,10.416666666666666,69,5,83,2,0.5489096316400717,1,2,0,0
10,19.416666666666668,53,5,100,2,0.1891957923903549,1,1,0,0
4,14.75,56,4,50,4,0.7203839985864458,1,3,1,0
3,27.5,50,5,81,2,0.5111136384895005,1,0,0,0
4,11.916666666666666,93,4,74,2,0.6043129822403198,0,4,1,0
9,22.916666666666668,94,5,78,0,0.4608983382065819,1,0,1,0
8,5.5,91,3,56,0,0.8287089838180064,1,1,1,0
4,11.833333333333334,96,3,98,2,0.8295627156830498,0,1,0,1
5,24.916666666666668,62,4,52,2,0.7093888218243862,1,0,1,1
10,23.083333333333332,71,4,69,3,0.10540137739646227,1,1,1,0
8,14.416666666666666,70,4,69,1,0.8388538619040689,1,3,0,1
10,8.166666666666666,71,5,79,0,0.6710129805329098,0,1,0,0
4,5.5,77,4,84,2,0.6970241660042995,1,4,1,0
10,24.916666666666668,58,3,84,1,0.36298284040387163,1,3,0,0
9,15.75,75,5,98,0,0.8792795561570067,0,2,0,0
8,1.5833333333333333,58,4,88,3,0.7253716002348575,0,1,1,0
9,27.666666666666668,64,5,76,1,0.11259046652919447,1,1,1,1
4,27.0,59,5,75,2,0.40777803440616267,1,4,1,1
9,21.5,73,4,63,1,0.8863803619601417,0,4,0,0
5,27.833333333333332,91,5,66,1,0.047196701697378995,1,0,0,0
4,22.166666666666668,57,3,67,2,0.9614166196420495,0,0,0,0
4,28.25,73,3,94,3,0.6791625683195628,1,0,1,0
4,5.416666666666667,65,5,78,2,0.6313759776433766,0,4,0,0
3,21.666666666666668,98,4,69,3,0.2705592564879914,1,0,0,0
10,20.833333333333332,75,5,76,1,0.24879178873917707,0,0,1,0
3,20.0,76,3,67,3,0.9420582194885955,0,2,1,0
3,6.5,86,5,53,1,0.29827245423412274,0,0,1,1
5,5.166666666666667,53,5,50,2,0.7755052967189994,0,1,0,0
8,9.0,99,3,99,2,0.39312179820707915,0,4,1,0
10,8.583333333333334,73,5,50,4,0.13925407078470398,1,3,0,0
9,22.916666666666668,68,5,75,2,0.01071529769535895,1,2,0,0
7,25.166666666666668,85,4,94,0,0.5442573370152508,0,4,1,0
4,8.916666666666666,88,4,69,0,0.9757788185489327,1,4,1,0
9,8.25,59,3,72,3,0.3691361938092045,1,1,1,0
4,7.416666666666667,74,3,59,2,0.35719233399304484,1,0,1,0
5,24.916666666666668,67,3,60,3,0.3440916178494421,1,1,1,0
4,10.916666666666666,68,4,90,1,0.5205438373048584,1,0,0,0
3,26.083333333333332,85,3,90,1,0.44066488342429355,1,0,0,1
10,14.666666666666666,59,3,54,0,0.8799146267270145,0,4,0,1
7,16.083333333333332,82,3,50,4,0.5055207917234903,1,0,1,1
6,19.5,99,4,66,2,0.5077578381885688,1,2,0,0
4,26.833333333333332,54,5,71,4,0.1383715947205566,1,2,1,1
9,1.5,96,3,83,1,0.982739540910386,0,2,1,0
3,28.416666666666668,98,5,94,2,0.24997289086882968,1,4,0,0
6,22.833333333333332,84,3,90,3,0.07336406745960267,1,1,0,0
7,14.333333333333334,93,5,78,1,0.6631462489752088,1,3,1,0
6,13.5,83,4,53,3,0.5953663701568727,0,0,0,0
3,8.0,82,4,54,4,0.4151456539927457,1,3,1,0
10,13.166666666666666,70,3,60,4,0.42219223388067806,0,1,0,1
10,10.25,66,5,100,3,0.7850639210464312,1,1,0,1
8,3.9166666666666665,71,4,70,1,0.19571264009964906,0,4,0,0
10,24.666666666666668,97,3,84,1,0.8202533189448897,0,2,0,0
8,16.583333333333332,86,3,61,4,0.6487471138950182,0,2,0,1
6,7.75,64,4,75,0,0.4189697737795244,1,1,1,0
5,1.0833333333333333,84,4,100,3,0.4580286165838686,0,4,0,0
9,26.166666666666668,77,3,68,3,0.2566472071860958,0,4,0,0
9,17.333333333333332,56,5,94,2,0.7521143326969748,0,0,0,0
6,1.8333333333333333,81,5,56,5,0.5128747423052678,0,2,1,0
4,20.416666666666668,60,5,96,1,0.3208545427498436,1,1,1,1
4,17.166666666666668,59,3,56,1,0.5960501157609502,1,3,1,0
10,10.833333333333334,58,4,75,0,0.995734452051323,1,2,1,0
9,2.5833333333333335,63,3,89,2,0.43526227965655384,1,0,1,0
9,22.666666666666668,62,4,54,1,0.9206914007786196,0,4,0,0
8,25.333333333333332,74,5,70,1,0.3450168399245661,1,1,0,1
5,22.25,51,5,63,3,0.054732706924985886,0,2,0,0
3,19.416666666666668,84,4,53,4,0.20424210636842888,1,3,1,0
4,19.75,56,4,72,1,0.4186951433276842,1,0,1,0
9,5.333333333333333,70,3,91,1,0.219634928594569,1,0,0,0
8,29.416666666666668,67,5,69,4,0.0002270382182555375,0,2,1,0
7,24.25,52,3,64,0,0.9150015377475272,1,3,1,0
8,7.666666666666667,91,3,99,0,0.843879411230929,1,0,1,0
4,17.75,88,3,94,1,0.7422922314869471,1,1,0,0
4,14.083333333333334,90,5,78,2,0.16781459564602863,0,0,0,0
8,10.916666666666666,98,3,57,1,0.12036357620998606,1,3,1,1
3,5.833333333333333,60,3,90,5,0.06760474947238315,1,4,1,1
6,18.833333333333332,88,3,97,2,0.7240291887729212,0,4,1,0
4,11.583333333333334,73,3,68,2,0.9288079606878853,0,2,1,0
8,19.583333333333332,95,3,97,1,0.430535820913037,1,3,0,0
9,18.333333333333332,68,3,88,2,0.11914067199604816,1,0,1,1
8,10.5,53,5,95,2,0.5123928207321066,1,0,0,0
5,18.333333333333332,75,3,77,3,0.34883190745863013,0,4,0,0
6,2.0833333333333335,87,4,95,3,0.3748249243499977,0,4,0,0
7,1.6666666666666667,91,3,76,2,0.6213306241557073,0,1,1,0
3,4.25,81,3,53,4,0.7187181132622024,1,4,0,0
10,20.666666666666668,88,5,64,3,0.11060359887316085,0,1,0,0
7,24.333333333333332,94,5,84,3,0.035590230806476386,1,0,1,0
6,17.666666666666668,95,4,86,0,0.9943303026857149,0,1,1,0
6,21.416666666666668,85,4,50,0,0.23272834891555183,0,1,1,0
6,24.083333333333332,89,5,52,1,0.053830524908459076,0,2,0,0
7,20.5,86,5,96,2,0.18987532909591998,1,4,1,1
9,1.25,82,3,73,2,0.03895784634846422,1,1,0,0
6,13.75,85,5,76,2,0.39181089461717167,1,0,0,0
8,3.3333333333333335,52,4,89,4,0.8024017844513243,1,3,1,0
7,10.0,58,3,85,4,0.3412444497577206,0,1,0,0
10,9.083333333333334,57,4,83,4,0.44418340687836655,1,4,0,0
6,18.833333333333332,82,3,78,1,0.6755867735674388,0,2,0,1
8,25.333333333333332,55,5,73,3,0.5088940700698802,1,0,0,0
9,7.166666666666667,90,4,73,1,0.8614456860213242,1,2,1,0
5,28.083333333333332,88,3,91,1,0.8660356750457565,0,3,0,1
9,13.083333333333334,53,3,53,1,0.009910695491153643,0,1,1,0
10,11.583333333333334,62,5,52,1,0.7780463064831992,1,1,0,0
6,29.333333333333332,98,5,83,2,0.46073360024167387,1,4,0,0
10,4.416666666666667,51,5,98,3,0.9888405413036631,0,1,1,0
7,4.333333333333333,54,4,72,1,0.48323207587543515,0,0,0,0
4,3.75,93,3,72,3,0.9868959453882975,0,3,0,0
6,2.3333333333333335,76,5,94,2,0.7545693612057366,0,2,0,0
4,14.666666666666666,81,4,54,1,0.24860488461330632,0,3,0,0
8,13.666666666666666,70,4,80,2,0.5383949792869577,1,1,0,0
5,7.25,57,4,90,1,0.9921356394785827,1,2,0,0
3,8.166666666666666,87,5,55,2,0.8575306077519237,1,4,1,0
10,10.666666666666666,57,5,86,2,0.0973668937912211,1,3,1,1
9,29.416666666666668,99,3,59,1,0.7063719968099961,0,2,1,0
5,3.1666666666666665,52,3,89,1,0.34557958587081306,0,2,0,0
6,27.0,93,5,56,2,0.006982261880348117,0,2,0,0
4,24.833333333333332,52,4,88,4,0.4034809690269996,1,0,0,0
9,12.083333333333334,71,4,87,1,0.2347544217249713,0,3,1,0
4,19.166666666666668,55,4,70,3,0.8188692705204715,0,2,0,0
7,14.916666666666666,51,3,69,2,0.3373306088457655,1,3,1,1
4,9.083333333333334,72,4,52,4,0.8275236939538171,1,2,0,0
7,23.25,93,3,100,3,0.0005979388347953085,1,4,0,0
8,20.666666666666668,51,3,71,2,0.30781915002611915,0,4,0,0
9,26.666666666666668,87,4,96,2,0.24116521430776194,0,4,1,1
9,15.333333333333334,66,4,53,4,0.23356736106861098,1,1,0,0
3,16.75,84,5,77,2,0.0681866197654627,1,2,1,0
6,11.083333333333334,83,5,61,1,0.18712427041050173,0,1,0,0
7,4.75,72,4,87,0,0.5555495698856199,1,3,0,0
3,6.25,79,3,100,3,0.2913610728377445,0,1,1,0
4,11.75,57,3,85,3,0.41739478232914795,1,3,0,1
4,26.75,71,3,96,0,0.3768668803471885,1,3,0,0
3,17.0,93,3,90,2,0.8759049249998946,1,3,0,0
9,26.5,85,3,54,2,0.9052989990105155,0,1,0,0
4,16.0,54,5,62,1,0.49295697165586005,0,2,1,0
10,25.25,62,4,72,5,0.3301559503156044,1,1,1,0
8,24.416666666666668,78,5,99,1,0.10680070400236363,0,2,0,0
8,3.3333333333333335,80,3,79,0,0.953402879382095,1,2,0,0
10,13.333333333333334,96,3,86,2,0.06022694490029745,1,3,1,0
3,23.166666666666668,65,3,74,3,0.29765027756828044,0,1,0,0
10,25.583333333333332,91,3,97,0,0.29806620117000415,0,2,1,0
7,1.8333333333333333,79,4,76,2,0.3204012861402149,0,4,0,0
7,14.583333333333334,65,3,100,2,0.16428684327240928,0,2,1,0
3,10.333333333333334,61,4,63,0,0.7831614309236972,1,4,1,0
10,16.5,66,3,97,1,0.12249786196598922,0,1,1,1
7,25.5,65,4,96,2,0.6349066591531628,0,1,1,0
9,20.25,61,5,85,1,0.12384602670581746,1,1,0,0
10,19.833333333333332,57,3,88,4,0.07053563759295656,1,2,0,1
9,26.75,69,4,65,3,0.9094295036858765,1,0,1,1
7,9.083333333333334,52,5,71,5,0.19012876631870568,1,2,1,1
8,5.5,65,3,70,1,0.8212501545597043,0,2,1,0
7,10.166666666666666,79,3,70,5,0.5446308711071358,0,3,1,0
9,13.583333333333334,94,3,57,2,0.0778565196087696,1,3,0,0
5,21.416666666666668,72,4,98,1,0.9554481914380675,1,2,1,0
6,6.666666666666667,77,4,65,0,0.24696116699189252,0,4,1,0
4,26.916666666666668,100,5,80,0,0.8596453453526065,0,3,1,0
10,25.0,89,4,91,3,0.16881000578456418,0,2,1,0
5,21.75,54,4,59,2,0.8539428821418529,0,0,1,1
7,3.9166666666666665,69,3,81,1,0.013228812905293985,0,4,1,1
8,20.833333333333332,89,3,83,2,0.5117804565694807,1,1,1,1
3,13.25,93,3,58,1,0.7694425794215568,1,2,0,0
7,19.833333333333332,50,3,66,2,0.9347955174927833,1,2,1,1
8,21.25,79,3,60,1,0.909202136206487,1,4,1,1
6,29.0,70,3,81,3,0.8196248695476449,0,3,1,0
7,17.666666666666668,69,3,59,3,0.8881913496613041,1,3,0,0
9,13.75,55,5,71,2,0.1992196858370765,0,3,0,1
3,7.0,71,5,66,1,0.28418429571172876,0,1,0,0
8,17.666666666666668,67,5,53,1,0.2889685249210585,0,4,1,0
8,25.583333333333332,57,5,97,3,0.3770539310016988,0,4,1,0
8,2.3333333333333335,88,3,96,1,0.3933206703851887,0,3,1,0
6,11.666666666666666,81,5,74,1,0.5445553246546755,0,3,0,0
7,19.0,82,3,70,0,0.15987976336644139,0,0,1,1
6,6.0,65,5,86,2,0.6912466637859893,1,0,0,1
10,9.583333333333334,61,4,87,2,0.1675665393045065,0,2,0,0
4,4.416666666666667,87,5,98,3,0.31030848210454753,1,2,0,0
4,3.0,83,5,50,1,0.503345130606154,1,4,0,0
10,4.166666666666667,63,3,74,2,0.7964405615234773,0,4,0,0
7,25.166666666666668,85,5,100,3,0.7394692332387273,0,1,1,0
9,11.833333333333334,82,4,85,3,0.6455343564105223,1,1,1,0
6,20.0,72,3,66,2,0.15577326058017016,1,0,0,0
3,9.916666666666666,99,3,90,2,0.5470453456155777,1,2,1,0
8,15.25,94,5,73,1,0.08744650179988545,1,0,1,0
8,9.416666666666666,51,3,51,4,0.37736317679665077,0,0,0,0
7,1.9166666666666667,90,3,89,1,0.41351653028995916,0,2,0,0
9,23.833333333333332,70,3,64,4,0.03981143944575383,0,1,1,0
4,9.333333333333334,51,3,81,3,0.2739880994699718,1,2,1,0
4,4.583333333333333,76,3,88,2,0.9556494672664894,0,3,1,1
8,26.333333333333332,58,3,55,0,0.9536326078296895,1,3,1,1
7,2.3333333333333335,50,4,50,2,0.3523270542525393,0,3,0,1
6,28.416666666666668,60,5,96,2,0.043100108948324056,1,4,1,1
4,5.666666666666667,52,4,72,1,0.17909493932818155,0,1,0,0
6,26.833333333333332,72,3,88,2,0.39221779343354013,0,1,0,0
9,26.166666666666668,75,3,66,5,0.9477796979692298,1,4,1,0
4,1.9166666666666667,53,5,83,2,0.14119906353718492,1,0,1,1
4,27.416666666666668,67,4,90,3,0.7635158436682122,1,3,1,1
5,7.583333333333333,55,5,78,0,0.10868253937469208,1,3,0,0
4,18.916666666666668,84,4,58,2,0.9812575773912768,1,0,0,0
10,29.166666666666668,71,3,62,1,0.381616499109135,0,2,0,0
3,22.916666666666668,92,5,55,2,0.775234538899056,1,2,0,0
10,13.333333333333334,64,5,55,4,0.3425910828111318,0,1,1,0
7,7.666666666666667,71,3,69,2,0.6276688771588087,0,4,0,0
7,18.833333333333332,86,5,52,0,0.19201608474003673,0,1,0,0
6,17.416666666666668,91,4,66,1,0.14602101929696254,0,2,1,0
10,17.583333333333332,61,4,98,2,0.9380641395681313,0,0,0,0
10,3.0,96,4,61,2,0.9176472779044335,1,1,0,0
10,8.333333333333334,98,4,97,3,0.8874689402128824,1,3,1,1
9,23.25,91,3,96,3,0.6254334501665935,0,3,0,0
4,12.833333333333334,87,5,94,2,0.8082682112162782,0,0,0,0
3,5.833333333333333,67,4,50,1,0.06903693691137491,1,2,0,1
6,3.0833333333333335,94,3,66,1,0.33478904189067915,1,3,0,0
10,4.833333333333333,84,5,52,0,0.3137031247571562,0,3,1,0
10,24.916666666666668,79,5,75,1,0.6356453219526133,1,4,0,0
5,23.083333333333332,73,3,64,2,0.3559577734706405,1,1,1,0
6,2.25,91,3,85,2,0.1485067816436808,1,2,0,0
10,17.5,79,4,81,2,0.5964670754135437,0,1,1,0
6,24.416666666666668,63,5,81,0,0.8143839206690815,1,2,1,0
4,8.083333333333334,55,5,53,2,0.3821234944599732,0,3,1,0
5,21.75,52,3,67,1,0.1322687150984817,0,4,0,0
6,23.416666666666668,65,5,98,1,0.19668819731282305,0,1,0,0
3,28.833333333333332,56,4,68,3,0.23748330516938398,0,3,0,0
3,10.666666666666666,63,5,92,0,0.2998975929945362,0,2,1,0
7,1.5,58,3,84,2,0.6427950705063091,1,1,0,0
5,12.333333333333334,64,3,89,1,0.600945484537719,0,1,0,0
5,15.583333333333334,70,4,63,4,0.6960798615670392,0,3,0,0
7,28.25,84,4,82,2,0.36250198453151317,0,1,0,0
6,27.166666666666668,51,5,63,1,0.8239976518799783,1,4,1,0
5,18.833333333333332,76,5,83,2,0.20408766115576027,1,4,1,1
3,7.75,51,3,53,3,0.46904074751815394,1,3,0,1
3,19.5,84,4,73,4,0.8009387215414303,1,2,0,0
10,9.5,67,4,78,1,0.18015864773261925,1,3,0,1
4,23.666666666666668,63,4,68,4,0.10986311374078295,1,4,1,0
5,2.0833333333333335,69,5,55,4,0.8836839676879897,1,0,0,0
6,14.166666666666666,67,4,82,4,0.3429296627591959,0,0,1,0
7,13.583333333333334,59,3,98,2,0.683870124909032,0,1,1,1
7,9.916666666666666,74,3,89,2,0.02534860426393848,1,1,0,0
6,16.583333333333332,51,5,68,2,0.6900468884094496,0,0,0,0
9,26.0,74,5,50,3,0.3161013115469705,0,4,0,0
8,9.083333333333334,82,4,54,2,0.05574085358744174,1,1,1,0
4,11.833333333333334,85,5,76,2,0.609812761548117,0,3,1,0
7,25.333333333333332,80,3,65,2,0.24080381607317325,0,3,0,0
5,15.166666666666666,63,4,55,3,0.38680724205188,1,4,1,0
4,16.166666666666668,50,3,89,3,0.08058081228651359,0,1,0,0
5,4.166666666666667,95,4,62,1,0.14716325109494532,1,3,0,0
9,2.1666666666666665,65,5,97,3,0.29797723549584376,1,1,1,0
3,1.25,95,4,84,2,0.08975950056015713,0,1,1,0
4,18.416666666666668,52,4,68,3,0.9108262646863152,0,3,1,0
10,14.333333333333334,84,3,61,2,0.006047043183978418,0,0,1,1
7,2.25,90,3,65,2,0.4838602188643114,1,3,0,0
4,9.916666666666666,55,4,92,4,0.12324745813255145,1,4,0,0
4,26.833333333333332,74,5,59,1,0.30767908947794853,1,2,0,0
4,19.833333333333332,62,5,74,3,0.9260595598182655,0,3,1,1
8,15.083333333333334,83,3,69,2,0.16169455327398685,0,1,0,0
4,3.75,57,5,80,2,0.9658323197183326,1,1,1,0
5,21.833333333333332,70,3,53,1,0.2057943769894217,0,3,1,0
3,21.5,83,5,93,2,0.7415661084668296,0,2,1,0
9,23.333333333333332,53,4,72,1,0.5466772648973117,1,3,0,0
6,12.666666666666666,74,3,51,0,0.8844787275967592,1,2,1,0
4,23.75,64,3,71,1,0.5539932555031309,0,2,1,0
7,8.916666666666666,53,4,100,0,0.5345592191563087,1,4,1,0
4,19.833333333333332,94,3,86,5,0.1954580003683999,0,1,1,0
7,4.166666666666667,61,5,57,4,0.16622936205165872,1,1,1,0
5,26.083333333333332,81,5,56,2,0.9164891511155142,1,2,1,0
7,3.3333333333333335,81,3,63,3,0.32783819885003407,1,1,1,0
10,27.416666666666668,77,5,52,1,0.37208225496289593,0,0,1,0
6,21.333333333333332,62,3,99,2,0.7598236584283884,0,2,1,0
3,20.583333333333332,80,4,65,3,0.33882348242280735,1,1,1,0
7,16.333333333333332,63,3,68,4,0.9520624466390027,1,0,1,0
7,23.583333333333332,69,4,100,2,0.7379277689988003,1,4,1,0
3,20.583333333333332,67,5,67,3,0.59742924257342,0,1,0,0
6,20.833333333333332,78,4,65,1,0.8808951605447525,1,0,0,0
4,23.083333333333332,55,5,57,5,0.04960590834948275,1,3,1,0
7,29.25,81,3,82,0,0.25706269218920874,1,3,1,0
3,6.333333333333333,78,5,98,2,0.46503633422090995,1,0,1,0
10,15.666666666666666,92,3,61,2,0.22697853947152102,0,2,0,0
10,1.1666666666666667,51,3,60,3,0.7439051873021519,0,2,0,0
5,12.75,72,4,54,1,0.9192080310537252,1,1,0,0
3,14.083333333333334,68,4,76,4,0.4237701199309234,0,3,1,0
5,27.916666666666668,80,4,61,1,0.34213260011189495,0,2,1,0
10,13.083333333333334,100,4,66,2,0.9615507321375663,0,2,1,1
6,25.333333333333332,54,5,55,1,0.44485243282754083,1,3,1,0
4,13.666666666666666,68,5,82,1,0.4890484004492832,0,4,0,0
3,17.0,83,5,54,2,0.35164987234190537,0,2,1,0
9,7.0,59,3,77,2,0.9095484730121384,0,0,0,0
10,26.333333333333332,74,5,63,1,0.5689554832818507,1,1,0,0
10,29.583333333333332,51,5,54,1,0.7621745871816447,1,2,1,0
9,12.583333333333334,60,5,82,2,0.8118067183508864,0,2,0,1
8,16.5,99,4,99,3,0.3418490419172582,0,4,0,0
10,25.333333333333332,80,5,97,4,0.43369433132038004,1,0,0,0
7,6.0,64,3,90,0,0.8484717744062646,1,1,0,0
6,17.416666666666668,58,4,68,2,0.36325535167581025,0,2,1,0
3,25.5,72,3,71,0,0.7939351334518513,0,1,1,0
9,27.5,68,5,54,0,0.9409923225744371,1,3,0,0
7,26.083333333333332,58,4,51,2,0.623210373068007,1,2,1,0
9,29.583333333333332,84,3,79,2,0.7416272874518889,0,2,0,0
3,1.8333333333333333,70,5,96,1,0.8050973120411349,1,3,1,0
5,6.083333333333333,58,3,88,1,0.8450396488966425,0,4,1,0
3,28.666666666666668,77,3,53,0,0.39505333785679597,0,2,1,1
8,19.75,95,3,82,3,0.05126345917599817,0,1,1,1
3,13.666666666666666,100,5,62,5,0.4018762712367395,1,0,1,0
3,17.5,56,5,69,1,0.6737562297840898,0,1,0,0
8,5.25,65,3,56,1,0.4503503857807928,0,4,1,0
6,22.583333333333332,65,4,64,3,0.7489631508603986,1,0,0,0
10,5.833333333333333,82,4,72,4,0.3569824294686639,1,1,0,1
3,6.916666666666667,53,5,63,2,0.6347441411040295,0,1,1,0
8,13.25,53,5,72,0,0.18641980485397458,0,3,0,0
7,6.166666666666667,88,5,68,0,0.7493694366449569,1,4,1,1
5,26.75,89,5,78,2,0.5456959688130258,1,3,0,1
5,21.166666666666668,66,5,69,2,0.20406438854660058,1,0,0,0
3,28.416666666666668,86,4,78,0,0.29191117349780726,0,3,1,0
6,9.833333333333334,88,5,73,2,0.7486087085818324,0,4,1,0
6,19.75,78,3,67,0,0.4826012356615207,0,2,1,1
7,27.0,85,3,59,3,0.2160314403930722,1,2,1,0
3,19.083333333333332,87,4,90,1,0.9672711903702976,0,0,0,0
5,21.0,88,3,57,0,0.7151250198168879,1,2,1,0
6,22.5,99,4,75,2,0.9571348325397961,0,3,0,0
3,22.75,86,4,78,2,0.4271050453603432,1,0,0,0
